Id,Chip,Fec_alt,Fec_nacim,Fec_implant,Id_provincia,Nombre,Id_sexo,Id_especie,Id_raza,Id_raza2,Id_aptitud,Ppp,Dir_cp,Dir_provincia,Dir_municipio,Dir_pais,Baja,Desaparecido,Aparecido
33,1F0A03391B,16/12/1993,01/01/1992,02/12/1993,ARABA / ALAVA,¿? (1629),M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
142,1F07790E53,25/01/1994,01/01/1993,25/01/1994,ARABA / ALAVA,¿?,H,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
173,1F08301F0A,31/01/1994,01/01/1990,29/01/1994,ARABA / ALAVA,DIANA,H,Canino,DOBERMAN,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
226,1F07451005,10/02/1994,01/01/1992,09/02/1994,BURGOS,BOOMER,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
261,7F7A1B1810,15/02/1994,01/01/1993,15/02/1994,ARABA / ALAVA,¿?,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
310,7F7B1A192D,22/02/1994,01/01/1991,21/02/1994,ARABA / ALAVA,NIEBLA,H,Canino,GRIFFON NIVERNAIS - GRIFON DEL NIVERNAIS,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
390,1F084D4E3E,23/02/1994,01/01/1989,23/02/1994,ARABA / ALAVA,¿?,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
595,7F7B1C3A68,04/03/1994,01/01/1993,04/03/1994,ARABA / ALAVA,PIJI,M,Canino,GRIFFON BLEU DE GASCOGNE - GRIFON AZUL DE GASCUÑA,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
599,7F7B1A2E72,04/03/1994,01/01/1993,04/03/1994,ARABA / ALAVA,LUNA,H,Canino,GRIFFON BLEU DE GASCOGNE - GRIFON AZUL DE GASCUÑA,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
720,1F0A047C57,11/03/2004,01/01/1991,24/02/1994,ARABA / ALAVA,TULI,H,Canino,CANICHE - POODLE,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
1077,7F7B20093A,12/04/1994,01/01/1992,12/04/1994,BURGOS,GORRI,M,Canino,SETTER IRLANDES ROJO - IRISH RED SETTER,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
1300,1F0A0D0C3E,03/05/1994,01/01/1992,03/05/1994,ARABA / ALAVA,CHATO,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,PASTOR,false,26213,LA RIOJA,LOGROÑO,ESPAÑA,,,
1486,1F08527710,27/02/1996,01/01/1992,11/05/1994,ARABA / ALAVA,DUQUE,M,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,,NAVARRA,ZÚÑIGA,ESPAÑA,,,
1718,1F07626216,24/05/1994,01/01/1988,24/05/1994,ARABA / ALAVA,BOBY,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
1814,7F7B1C6329,31/05/1994,01/01/1989,31/05/1994,ARABA / ALAVA,LUNA,H,Canino,POINTER,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
2455,1F073E2F6D,08/07/1994,01/01/1993,08/07/1994,ARABA / ALAVA,LINDA,H,Canino,POINTER,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
2716,7F7B1E5C23,18/07/1994,15/06/1991,24/05/1994,ARABA / ALAVA,COYOTE,M,Canino,PODENCO IBICENCO,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
2717,7F7B201B5F,18/07/1994,15/05/1987,24/05/1994,ARABA / ALAVA,YUL,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
2718,1F081B516D,18/07/1994,15/05/1990,24/05/1994,ARABA / ALAVA,POL,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
3153,1F08592F51,05/09/1994,01/01/1991,12/08/1994,BURGOS,IRATI,H,Canino,MASTIN DEL PIRINEO,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
3154,1F1C6E4F08,05/09/1994,01/01/1990,12/08/1994,BURGOS,,M,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
3258,1F081E5F5C,23/11/1994,08/11/1993,06/07/1994,EXTRANJERO,ISIRA,M,Canino,HUSKY SIBERIANO - SIBERIAN HUSKY,,LUJO Y COMPAÑIA,false,,CORUÑA (A),FERROL,ESPAÑA,,,
3450,7F7B1F3D42,29/11/1994,22/05/1994,02/09/1994,EXTRANJERO,YAKO,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
3452,7F7B1E3E01,29/11/1994,17/05/1994,06/09/1994,EXTRANJERO,BOSS,M,Canino,WELSH TERRIER - TERRIER GALES,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
3510,7F7B201C4D,29/11/1994,01/01/1990,04/10/1994,NAVARRA,,M,Canino,MASTIN ESPAÑOL,,LUJO Y COMPAÑIA,false,,NAVARRA,OLAZTI/OLAZAGUTÍA,ESPAÑA,,,
3512,7F7B20055A,29/11/1994,01/01/1993,03/10/1994,BURGOS,LAGUN,M,Canino,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,,LUJO Y COMPAÑIA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
3521,7F7B1F2021,01/12/1994,01/01/1994,07/11/1994,ARABA / ALAVA,,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
3524,1F08660A69,01/12/1994,01/01/1993,07/11/1994,LA RIOJA,TELVA,H,Canino,MASTIN ESPAÑOL,,LUJO Y COMPAÑIA,false,,LA RIOJA,ALBELDA DE IREGUA,ESPAÑA,,,
3529,1F09121333,01/12/1994,01/01/1993,02/11/1994,BURGOS,,H,Canino,BLOODHOUND - CHIEN DE SAINT HUBERT - PERRO DE SAN HUMBERTO,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
3538,7F7B1E5E6D,01/12/1994,01/01/1993,19/10/1994,BURGOS,RAMBO,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
3548,7F7B1F302D,20/12/1994,01/01/1992,18/11/1994,BURGOS,BOBY,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,GUARDA DEFENSA Y UTILIDAD,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
3550,1F0A04557E,20/12/1994,01/01/1992,17/11/1994,LA RIOJA,DUQUE,M,Canino,MASTIN DEL PIRINEO,,GUARDA DEFENSA Y UTILIDAD,false,,LA RIOJA,HARO,ESPAÑA,,,
3565,7F7A1A6356,02/01/1995,01/07/1994,09/12/1994,LA RIOJA,FUSA,H,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,,LA RIOJA,EZCARAY,ESPAÑA,,,
3578,7F7B1F2E22,02/01/1995,12/12/1994,12/12/1994,LA RIOJA,,M,Canino,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,,CAZA,false,,LA RIOJA,HARO,ESPAÑA,,,
3593,7F7B1F2625,03/01/1995,01/01/1990,28/12/1994,LA RIOJA,LINDA,H,Canino,CANICHE - POODLE,,LUJO Y COMPAÑIA,false,,LA RIOJA,BAÑARES,ESPAÑA,,,
3599,1F07513F4A,03/01/1995,23/12/1994,23/12/1994,BURGOS,MERK,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
5124,1F3203406C,01/02/2006,01/01/1993,19/07/1994,ARABA / ALAVA,MENOR,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,PASTOR,false,3133,ALICANTE / ALACANT,TORREVIEJA,ESPAÑA,,,
5657,1F4B5C2E0C,16/04/1996,22/06/1994,29/08/1994,ARABA / ALAVA,KETI,H,Canino,GRIFFON NIVERNAIS - GRIFON DEL NIVERNAIS,,CAZA,false,,LA RIOJA,VILLALBA DE RIOJA,ESPAÑA,,,
8333,1F08736105,30/03/1995,15/03/1992,23/09/1994,BURGOS,FUTRE,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
8334,1F0A1C714A,30/03/1995,15/03/1992,23/09/1994,BURGOS,PERLA,H,Canino,GRAN GRIFON VENDEANO - GRAND GRIFFON VENDÉEN,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
8335,1F08630670,30/03/1995,15/07/1991,10/10/1994,BURGOS,LAIKA,H,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
8336,7F7B1F430A,30/03/1995,15/06/1991,10/10/1994,BURGOS,GOL,M,Canino,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
8337,1F0868254C,30/03/1995,15/06/1993,10/10/1994,BURGOS,SOL,M,Canino,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
10548,2005690969,15/03/2002,16/05/1995,27/09/1995,ARABA / ALAVA,LAGUN MACHO,M,Canino,EPAGNEUL BRETON - SPANIEL BRETON,,CAZA,false,9000,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
10647,1F23612D30,16/09/2002,01/04/1995,26/07/1995,ARABA / ALAVA,LAIKA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,40000,SEGOVIA,ESPINAR (EL),ESPAÑA,,,
11060,20510C2F54,20/05/2005,11/06/1995,27/11/1995,ARABA / ALAVA,ICE,M,Canino,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,,LUJO Y COMPAÑIA,false,41000,SEVILLA,SEVILLA,ESPAÑA,,,
11165,20393D5D0D,04/12/2002,01/08/1994,18/12/1995,ARABA / ALAVA,LAI,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,9000,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
11280,1F52161F5A,14/07/2006,15/03/1992,26/12/1995,ARABA / ALAVA,JAI,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,31820,NAVARRA,ETXARRI-ARANATZ,ESPAÑA,,,
12069,1F19435D28,21/05/2003,24/11/1993,11/12/1994,ARABA / ALAVA,DOLLY,H,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,26111,LA RIOJA,ALMARZA DE CAMEROS,ESPAÑA,,,
12087,7F7B1F3040,30/05/1995,01/01/1991,01/04/1995,EXTRANJERO,CUQUI,M,Canino,CANICHE - POODLE,,LUJO Y COMPAÑIA,false,,ALICANTE / ALACANT,TORREVIEJA,ESPAÑA,,,
12091,1F08735C0A,15/12/1997,01/01/1993,03/03/1995,BURGOS,GRUBER,M,Canino,SCHNAUZER GIGANTE - RIESENSCHNAUZER,,LUJO Y COMPAÑIA,false,,BURGOS,BURGOS,ESPAÑA,,,
12116,1F08756D77,27/02/1996,01/01/1991,03/03/1995,ARABA / ALAVA,,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,,NAVARRA,ZÚÑIGA,ESPAÑA,,,
12184,1F7B234201,08/11/1999,20/03/1995,07/09/1995,BURGOS,YUKA,H,Canino,AKITA INU,,LUJO Y COMPAÑIA,true,,BURGOS,BURGOS,ESPAÑA,,,
12229,1F79421E08,12/07/1996,11/03/1994,01/02/1995,ARABA / ALAVA,BOXKI,M,Canino,AIREDALE TERRIER,,GUARDA DEFENSA Y UTILIDAD,false,,LEON,PONFERRADA,ESPAÑA,,,
12444,204F3B470F,07/09/2006,26/12/1994,01/07/1995,ARABA / ALAVA,OOPIK,H,Canino,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,,LUJO Y COMPAÑIA,false,28410,MADRID,MANZANARES EL REAL,ESPAÑA,,,
12615,20292D6E1C,15/04/1998,04/10/1994,29/07/1995,BIZKAIA,BURAN,M,Canino,AKITA INU,,GUARDA DEFENSA Y UTILIDAD,true,,VALENCIA,VALENCIA,ESPAÑA,,,
12694,1F536F6639,25/10/1995,01/08/1994,03/03/1995,LA RIOJA,JAI,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,LA RIOJA,ENTRENA,ESPAÑA,,,
12701,1F785D5B31,30/07/1998,19/10/1994,15/02/1995,ARABA / ALAVA,THOR,M,Canino,HUSKY SIBERIANO - SIBERIAN HUSKY,,LUJO Y COMPAÑIA,false,,LA RIOJA,LOGROÑO,ESPAÑA,,,
12947,1F6F334679,23/04/1998,01/06/1991,18/08/1997,ARABA / ALAVA,ARRI,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,,PALENCIA,PALENCIA,ESPAÑA,,,
13098,1F08544144,13/11/1995,01/01/1995,28/08/1995,EXTRANJERO,OLI,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,PASTOR,false,,CORDOBA,CÓRDOBA,ESPAÑA,,,
13311,204A1D4534,29/11/1995,01/01/1990,25/11/1995,EXTRANJERO,LOR,M,Canino,SETTER INGLES - ENGLISH SETTER,,LUJO Y COMPAÑIA,false,,NAVARRA,SAN ADRIÁN,ESPAÑA,,,
13343,1F53396471,01/12/1995,01/11/1994,18/11/1995,BURGOS,,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
14027,1F51564278,27/01/1996,01/01/1995,23/01/1996,LA RIOJA,,H,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,PASTOR,false,,LA RIOJA,LOGROÑO,ESPAÑA,,,
14032,1F54722B70,14/02/1996,01/01/1995,09/02/1996,EXTRANJERO,FIRME,M,Canino,MASTIN ESPAÑOL,,LUJO Y COMPAÑIA,false,,SALAMANCA,BÓVEDA DEL RÍO ALMAR,ESPAÑA,,,
14059,202C016152,24/01/1997,19/01/1988,12/12/1995,ARABA / ALAVA,BI,H,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
14239,2039411B4B,30/05/2005,21/04/1995,04/01/1996,ARABA / ALAVA,TXIKI,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,21000,NAVARRA,PITILLAS,ESPAÑA,,,
14496,202F12405F,27/03/1996,01/01/1993,07/02/1996,EXTRANJERO,SETXER,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,,NAVARRA,ZÚÑIGA,ESPAÑA,,,
14499,20165D0964,27/03/1996,22/03/1996,22/03/1996,EXTRANJERO,TOM,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,LA RIOJA,BAÑOS DE RÍO TOBÍA,ESPAÑA,,,
14641,20503A1C3A,14/05/1997,01/02/1994,27/12/1995,ARABA / ALAVA,JAI,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14816,1F087A4F10,01/04/1996,20/05/1994,30/12/1994,BURGOS,BELTZA,H,Canino,POINTER,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14818,1F185E313A,01/04/1996,15/02/1994,30/12/1994,BURGOS,TONKI,M,Canino,BLOODHOUND - CHIEN DE SAINT HUBERT - PERRO DE SAN HUMBERTO,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14819,1F090F0148,01/04/1996,25/05/1994,30/12/1994,BURGOS,CURRO,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14820,1F0A0F7157,01/04/1996,15/06/1994,30/12/1994,BURGOS,FOX,M,Canino,FOX TERRIER - SMOOTH (PELO LISO) - SMOOTH FOX TERRIER,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14821,1F091A3F7F,01/04/1996,15/01/1994,22/12/1994,BURGOS,LA,H,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14830,2050753C5F,01/04/1996,15/06/1994,02/08/1995,BURGOS,BOBI,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14831,2002116964,01/04/1996,06/03/1995,02/08/1995,BURGOS,MORI,H,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14833,1F555C1719,01/04/1996,10/09/1993,24/11/1995,BURGOS,ATHOS,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,BURGOS,BURGOS,ESPAÑA,,,
14834,201C6A6674,01/04/1996,10/06/1991,10/04/1995,BURGOS,RAY,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
14854,7F7B1F1D55,01/04/1996,15/12/1993,22/12/1994,BURGOS,LINDA,H,Canino,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
15022,22202C3B23,18/09/1998,01/05/1995,02/05/1996,ARABA / ALAVA,CANELA,H,Canino,GRIFFON NIVERNAIS - GRIFON DEL NIVERNAIS,,CAZA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
16366,405E281606,06/03/1997,11/11/1996,06/03/1997,GIPUZKOA,,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,CAZA,false,,LA RIOJA,VILLALBA DE RIOJA,ESPAÑA,,,
16564,2228506A4C,14/07/2003,01/07/1995,10/07/1996,ARABA / ALAVA,LASSIE,H,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,9000,BURGOS,BURGOS,ESPAÑA,,,
17026,403A0F2D34,24/03/1997,16/08/1995,07/09/1996,ARABA / ALAVA,KAISER,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
17027,4051436F70,24/03/1997,15/06/1992,07/09/1996,ARABA / ALAVA,MORO,M,Canino,SABUESO ESPAÑOL,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
17105,405E696560,07/04/1997,15/06/1990,07/09/1996,ARABA / ALAVA,PISTOLAS,M,Canino,GRIFFON BLEU DE GASCOGNE - GRIFON AZUL DE GASCUÑA,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
17106,401B0E7661,07/04/1997,15/01/1994,07/10/1996,ARABA / ALAVA,MENDI,H,Canino,SABUESO DE SANGRE RASTREADOR DEL HANNOVER - HANNOVER'SCHER SCHWEISSHUND,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
17114,4010065121,15/10/2003,08/04/1996,20/09/1996,ARABA / ALAVA,BALOO,M,Canino,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,,LUJO Y COMPAÑIA,false,9000,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
17889,20540B136F,23/04/1997,10/02/1995,08/01/1997,ARABA / ALAVA,LINDA,H,Canino,SABUESO ESPAÑOL,,CAZA,false,,LA RIOJA,VILLALBA DE RIOJA,ESPAÑA,,,
18242,204A59132A,10/05/1996,01/01/1990,15/04/1996,GIPUZKOA,LIMA,H,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,,LA RIOJA,ALBELDA DE IREGUA,ESPAÑA,,,
18243,1F53426765,10/05/1996,01/01/1988,15/04/1996,GIPUZKOA,RAMON,M,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,,LA RIOJA,ALBELDA DE IREGUA,ESPAÑA,,,
18244,204A085A34,10/05/1996,01/01/1993,15/04/1996,GIPUZKOA,JANA,H,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,,LA RIOJA,ALBELDA DE IREGUA,ESPAÑA,,,
18248,20331F1F6F,07/05/2002,01/01/1993,24/04/1996,GIPUZKOA,TXIKI,M,Canino,POINTER,,CAZA,false,26000,LA RIOJA,OLLAURI,ESPAÑA,,,
19376,401C06433D,06/06/2006,07/07/1996,06/05/1997,ARABA / ALAVA,SIRA,H,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,26049,LA RIOJA,CIHURI,ESPAÑA,,,
19918,403C4B6240,24/11/2003,08/02/1997,08/09/1997,ARABA / ALAVA,DANKO,M,Canino,ROTTWEILER,,GUARDA DEFENSA Y UTILIDAD,true,31015,NAVARRA,GOIZUETA,ESPAÑA,,,
20049,401B4D3D5B,19/09/2005,18/08/1997,09/01/1998,GIPUZKOA,IZOTZ,M,Canino,SAMOYEDO - SAMOIEDSKAÏA SABAKA,,LUJO Y COMPAÑIA,false,37000,SALAMANCA,CABRILLAS,ESPAÑA,,,
20088,401C424A35,02/01/2006,01/09/1997,15/01/1998,GIPUZKOA,THOR,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,26215,LA RIOJA,TREVIANA,ESPAÑA,,,
20233,2013330A10,09/09/2003,09/11/1995,07/02/1998,ARABA / ALAVA,ARIN,M,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,SANTANDER,ESPAÑA,,,
20429,4052273B04,02/04/1998,01/01/1992,04/09/1997,BURGOS,TABO,H,Canino,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,,CAZA,false,,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
20518,401C7C236D,03/04/1998,02/04/1997,15/07/1997,BURGOS,BOGART,M,Canino,SCOTTISH TERRIER - TERRIER ESCOCES,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
20657,"4,051567E+065",16/04/1998,17/08/1997,06/02/1998,EXTRANJERO,MICKEY,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,,SEVILLA,SEVILLA,ESPAÑA,,,
20694,405E621D06,09/09/2004,01/01/1990,20/10/1997,ARABA / ALAVA,FUCA,H,Canino,ROTTWEILER,,LUJO Y COMPAÑIA,true,32004,OURENSE,XINZO DE LIMIA,ESPAÑA,,,
20833,405E20315F,21/05/2002,01/07/1997,15/01/1998,ARABA / ALAVA,MILU,M,Canino,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,,LUJO Y COMPAÑIA,false,15000,CORUÑA (A),NEGREIRA,ESPAÑA,,,
20931,405E422130,21/11/2002,04/01/1997,27/06/1997,ARABA / ALAVA,THOR,M,Canino,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,,LUJO Y COMPAÑIA,false,,BURGOS,BURGOS,ESPAÑA,,,
21289,117632724A,04/08/1998,01/11/1997,04/08/1998,ARABA / ALAVA,TIGRE,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,CAZA,false,,LA RIOJA,LOGROÑO,ESPAÑA,,,
21304,121716137A,16/09/2002,10/09/1997,22/05/1998,ARABA / ALAVA,QUERLY,M,Canino,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,,LUJO Y COMPAÑIA,false,26200,LA RIOJA,HARO,ESPAÑA,,,
21363,121651595A,14/02/2006,16/06/1997,17/04/1998,ARABA / ALAVA,ROCKY,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
21368,117659731A,17/04/2002,02/02/1998,30/07/1998,ARABA / ALAVA,KONI,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,GUARDA DEFENSA Y UTILIDAD,false,31800,NAVARRA,ALTSASU/ALSASUA,ESPAÑA,,,
21408,121639215A,26/04/2006,26/11/1997,14/04/1998,ARABA / ALAVA,LUNA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
21449,401D27692B,18/09/1998,01/11/1997,02/02/1998,ARABA / ALAVA,CAROL,H,Canino,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,,LUJO Y COMPAÑIA,false,9294,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
21944,122131567A,13/07/1999,11/11/1997,05/10/1998,ARABA / ALAVA,ARGUI,M,Canino,POINTER,,CAZA,false,,CANTABRIA,SANTANDER,ESPAÑA,,,
22502,121639363A,23/09/2003,01/10/1997,17/07/1998,ARABA / ALAVA,GOKU,M,Canino,AKITA INU,,LUJO Y COMPAÑIA,true,8191,BARCELONA,FÍGOLS,ESPAÑA,,,
