Id,Chip,Fec_alt,Fec_nacim,Fec_implant,Id_provincia,Nombre,Id_sexo,Id_especie,Id_raza,Id_raza2,Id_aptitud,Ppp,Dir_cp,Dir_provincia,Dir_municipio,Dir_pais,Baja,Desaparecido,Aparecido
757913,985100010188414,19/12/2003,27/09/2003,27/09/2003,BIZKAIA,FLEQUILLITOS GIANNI VERSACE,M,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,24000,LEON,BEMBIBRE,ESPAÑA,,,
757922,985120015242866,19/12/2003,01/09/2003,01/09/2003,BIZKAIA,BOB MARLEY,M,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,28000,MADRID,MADRID,ESPAÑA,,,
758010,977200001591200,22/12/2003,05/06/1995,29/07/2003,ARABA / ALAVA,ZAR,M,Canino,POINTER,,CAZA,false,26200,LA RIOJA,HARO,ESPAÑA,,,
758044,724098100467490,22/12/2003,13/12/2003,13/12/2003,GIPUZKOA,ELUR,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,31800,NAVARRA,ALTSASU/ALSASUA,ESPAÑA,,,
758048,724098100465280,22/12/2003,12/12/2003,12/12/2003,GIPUZKOA,,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,34190,PALENCIA,PALENCIA,ESPAÑA,,,
758110,985100010991709,22/12/2003,03/09/2003,03/09/2003,BIZKAIA,KIZKUR,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,GURIEZO,ESPAÑA,,,
758117,724098100492420,22/12/2003,05/12/2003,05/12/2003,GIPUZKOA,SHIVA,H,Canino,SAMOYEDO - SAMOIEDSKAÏA SABAKA,,LUJO Y COMPAÑIA,false,22640,HUESCA,HUESCA,ESPAÑA,,,
758177,985100010272960,22/12/2003,26/09/2003,26/09/2003,GIPUZKOA,IZAR,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,GUARDA DEFENSA Y UTILIDAD,false,31880,NAVARRA,LEITZA,ESPAÑA,,,
758197,724098100449666,23/12/2003,06/10/2003,06/10/2003,BIZKAIA,,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,28000,MADRID,VALDEMORILLO,ESPAÑA,,,
758293,724098100485634,24/12/2003,29/10/2003,29/10/2003,BIZKAIA,,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
758308,724098100476719,24/12/2003,01/01/1989,03/10/2003,BIZKAIA,TXO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,33000,ASTURIAS,OVIEDO,ESPAÑA,,,
758323,985100010144208,24/12/2003,01/10/2003,01/10/2003,BIZKAIA,ODO,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,28000,MADRID,MADRID,ESPAÑA,,,
758335,985100009885403,26/12/2003,16/10/2003,16/10/2003,BIZKAIA,BIN,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,LAREDO,ESPAÑA,,,
758339,985120014768204,26/12/2003,26/09/2003,26/09/2003,BIZKAIA,BOHEMIA DE UMBE MENDI,H,Canino,SHIH TZU,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
758349,985120014787374,26/12/2003,19/09/2003,19/09/2003,BIZKAIA,IGOR,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,SANTANDER,ESPAÑA,,,
758353,977200001610481,26/12/2003,02/08/2003,02/08/2003,ARABA / ALAVA,ATENEA,H,Canino,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,,LUJO Y COMPAÑIA,false,9492,BURGOS,CASTRILLO MATAJUDÍOS,ESPAÑA,,,
758357,724098100435989,26/12/2003,10/10/2003,10/10/2003,GIPUZKOA,TXAPEL,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,31790,NAVARRA,ARANTZA,ESPAÑA,,,
758408,724098100447882,26/12/2003,22/08/2003,22/08/2003,BIZKAIA,ALOA,H,Canino,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,,LUJO Y COMPAÑIA,false,42000,SORIA,SORIA,ESPAÑA,,,
758428,977200001659654,26/12/2003,28/08/2003,28/08/2003,ARABA / ALAVA,FIFI,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,21700,LEON,ASTORGA,ESPAÑA,,,
758479,977200001644309,29/12/2003,07/08/2003,07/08/2003,ARABA / ALAVA,MASAYUNE,H,Canino,AKITA INU,,LUJO Y COMPAÑIA,true,8221,BARCELONA,FÍGOLS,ESPAÑA,,,
758490,724098100449192,29/12/2003,01/08/2003,01/08/2003,BIZKAIA,PEPO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
758492,724098100444475,29/12/2003,01/08/2003,01/08/2003,BIZKAIA,BELTZA,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
758504,724098100447540,29/12/2003,11/09/2003,11/09/2003,BIZKAIA,HIRA,H,Canino,SHIH TZU,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
758513,977200001636624,29/12/2003,04/08/2003,04/08/2003,ARABA / ALAVA,BIANCA,H,Canino,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,,LUJO Y COMPAÑIA,false,9000,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
758519,724098100452442,29/12/2003,11/10/2003,11/10/2003,BIZKAIA,TIMBAL,M,Canino,DOGUE DE BORDEAUX - DOGO DE BURDEOS,,LUJO Y COMPAÑIA,false,50000,ZARAGOZA,ZARAGOZA,ESPAÑA,,,
758522,724098100451891,29/12/2003,11/10/2003,11/10/2003,BIZKAIA,TEBA,H,Canino,DOGUE DE BORDEAUX - DOGO DE BURDEOS,,LUJO Y COMPAÑIA,false,2000,ALBACETE,MADRIGUERAS,ESPAÑA,,,
758537,724098100450051,29/12/2003,09/09/2003,09/09/2003,BIZKAIA,LISS,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,31191,NAVARRA,BERIÁIN,ESPAÑA,,,
758544,724098100473622,29/12/2003,01/09/2000,07/10/2003,BIZKAIA,BAS,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,3720,ALICANTE / ALACANT,BENISSA,ESPAÑA,,,
758592,724098100486084,30/12/2003,30/10/2003,30/10/2003,BIZKAIA,PAVE,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,3000,ALICANTE / ALACANT,ALICANTE/ALACANT,ESPAÑA,,,
758593,724098100486475,30/12/2003,30/10/2003,30/10/2003,BIZKAIA,,H,Canino,GOS D'ATURA CATALÁ - PASTOR CATALAN PELO LARGO O PELO LISO,,LUJO Y COMPAÑIA,false,,MADRID,MADRID,ESPAÑA,,,
758630,724098100483528,31/12/2003,23/10/2003,23/10/2003,BIZKAIA,TXIRLA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,28043,MADRID,MADRID,ESPAÑA,,,
758653,724098100486207,31/12/2003,31/10/2003,31/10/2003,BIZKAIA,TITO,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
758678,724098100477499,31/12/2003,03/10/2003,03/10/2003,BIZKAIA,TONI,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,28000,MADRID,MADRID,ESPAÑA,,,
758742,724098100461943,05/01/2004,20/10/2003,20/10/2003,GIPUZKOA,DEISI,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,31009,NAVARRA,PAMPLONA/IRUÑA,ESPAÑA,,,
758755,985100009876057,05/01/2004,11/10/2003,11/10/2003,BURGOS,POL,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
758760,985100009818112,05/01/2004,17/10/2003,17/10/2003,BURGOS,PENTI,M,Canino,GALGO ESPAÑOL,,CAZA,false,,BURGOS,VALLE DE MENA,ESPAÑA,,,
759053,724098100363497,09/01/2004,15/11/2003,15/11/2003,BIZKAIA,LIMA,H,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,,BURGOS,ARAUZO DE MIEL,ESPAÑA,,,
759055,724098100483440,09/01/2004,18/11/2003,18/11/2003,BIZKAIA,FAI,M,Canino,FOX TERRIER - SMOOTH (PELO LISO) - SMOOTH FOX TERRIER,,LUJO Y COMPAÑIA,false,28000,MADRID,MADRID,ESPAÑA,,,
759075,977200001646220,09/01/2004,15/06/1998,29/08/2003,ARABA / ALAVA,SERA,H,Canino,POINTER,,CAZA,false,,VALENCIA,SAGUNTO/SAGUNT,ESPAÑA,,,
759080,724098100463882,09/01/2004,01/01/2001,25/10/2003,BIZKAIA,LOLA,M,Canino,POINTER,,CAZA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759082,724098100467462,09/01/2004,01/01/1997,28/10/2003,BIZKAIA,TIRO,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759083,724098100467030,09/01/2004,27/10/2003,27/10/2003,BIZKAIA,LORIS,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759086,724098100464049,09/01/2004,08/10/1997,27/10/2003,BIZKAIA,NUKA,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759089,724098100468975,09/01/2004,24/04/2001,27/10/2003,BIZKAIA,SOL,M,Canino,POINTER,,CAZA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759090,724098100468045,09/01/2004,24/10/1996,27/10/2003,BIZKAIA,BOND,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759098,724098100464604,09/01/2004,30/10/2003,30/10/2003,BIZKAIA,LUR,H,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,8000,BARCELONA,BARCELONA,ESPAÑA,,,
759108,977200001432466,09/01/2004,01/08/2003,01/08/2003,ARABA / ALAVA,TRUCHA,H,Canino,POINTER,,LUJO Y COMPAÑIA,false,,LA RIOJA,VILLALBA DE RIOJA,ESPAÑA,,,
759137,985120015232546,09/01/2004,11/08/2003,11/08/2003,BIZKAIA,PEPA DE ILBERRI,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759145,977200001642161,12/01/2004,11/08/2003,11/08/2003,ARABA / ALAVA,MOGLY,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,9000,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
759195,985100010552883,12/01/2004,27/10/2003,27/10/2003,BIZKAIA,OTO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,28000,MADRID,MADRID,ESPAÑA,,,
759205,985100010172981,12/01/2004,05/11/2003,05/11/2003,BIZKAIA,LUCAS,M,Canino,SHIH TZU,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759252,985100010113630,12/01/2004,10/11/2003,10/11/2003,BURGOS,BLAS,M,Canino,CANICHE - POODLE,,LUJO Y COMPAÑIA,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
759264,985120014799185,13/01/2004,06/10/2003,06/10/2003,BIZKAIA,URO,M,Canino,BOXER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759268,985100010579369,13/01/2004,22/10/2003,22/10/2003,BIZKAIA,SIRKA,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759297,953000000207703,13/01/2004,13/01/2004,13/01/2004,ARABA / ALAVA,BONI,H,Canino,GRIFFON NIVERNAIS - GRIFON DEL NIVERNAIS,,CAZA,false,31284,NAVARRA,ZÚÑIGA,ESPAÑA,,,
759439,985100010145880,14/01/2004,03/10/2003,03/10/2003,BIZKAIA,COBI,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,9000,BURGOS,MEDINA DE POMAR,ESPAÑA,,,
759481,977200001559781,15/01/2004,15/07/2003,15/07/2003,ARABA / ALAVA,SHILA,H,Canino,BOXER,,LUJO Y COMPAÑIA,false,24000,LEON,LEÓN,ESPAÑA,,,
759484,977200001708746,15/01/2004,16/06/2003,16/06/2003,ARABA / ALAVA,DRABA DE GAZALBIDE,H,Canino,DACHSHUND - TECKEL (PERRO SALCHICHA) - DACKEL,,CAZA,false,31000,NAVARRA,MIRANDA DE ARGA,ESPAÑA,,,
759499,985100010217403,15/01/2004,20/12/2003,20/12/2003,BIZKAIA,POMY,H,Felino,FELINO (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759500,977200001522361,15/01/2004,26/06/2003,26/06/2003,ARABA / ALAVA,AKIRA,H,Canino,BOXER,,LUJO Y COMPAÑIA,false,28000,MADRID,ÁLAMO (EL),ESPAÑA,,,
759501,985100010554347,15/01/2004,20/12/2003,20/12/2003,BIZKAIA,PUPPIE,H,Felino,FELINO (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759537,985120015250961,16/01/2004,10/12/2003,10/12/2003,BIZKAIA,DUNA,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,6400,BADAJOZ,BADAJOZ,ESPAÑA,,,
759542,977200001575669,16/01/2004,16/06/2003,16/06/2003,ARABA / ALAVA,DUNA DE GAZALBIDE,H,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,31013,NAVARRA,BERRIOZAR,ESPAÑA,,,
759652,724098100385399,16/01/2004,05/11/2003,05/11/2003,BIZKAIA,RA,M,Canino,ROTTWEILER,,LUJO Y COMPAÑIA,true,45000,TOLEDO,TOLEDO,ESPAÑA,,,
759756,724098100477176,20/01/2004,24/11/2003,24/11/2003,BIZKAIA,GOLFO DE ROTA NORTE,M,Canino,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,,LUJO Y COMPAÑIA,false,32000,OURENSE,MONTERREI,ESPAÑA,,,
759826,724098100485910,20/01/2004,01/01/2001,15/10/2003,BIZKAIA,GALGI,H,Canino,GALGO ESPAÑOL,,LUJO Y COMPAÑIA,false,,ALICANTE / ALACANT,CALPE/CALP,ESPAÑA,,,
759828,724098100485758,20/01/2004,01/01/2001,15/10/2003,BIZKAIA,GALGA,H,Canino,GALGO ESPAÑOL,,LUJO Y COMPAÑIA,false,,ALICANTE / ALACANT,CALPE/CALP,ESPAÑA,,,
759836,724098100486224,20/01/2004,11/10/2003,11/10/2003,BIZKAIA,TURNER,M,Canino,DOGUE DE BORDEAUX - DOGO DE BURDEOS,,LUJO Y COMPAÑIA,false,29000,MALAGA,ESTEPONA,ESPAÑA,,,
759839,724098100508212,20/01/2004,12/01/1999,19/11/2003,BIZKAIA,BAT,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,24000,LEON,VILLAREJO DE ÓRBIGO,ESPAÑA,,,
759860,985100010551959,21/01/2004,11/09/2003,11/09/2003,BIZKAIA,FLEQUILLITOS NAOMI CAMPBELL,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,26000,LA RIOJA,LOGROÑO,ESPAÑA,,,
759879,724098100444704,21/01/2004,01/06/2001,09/12/2003,BIZKAIA,TRON,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,LAREDO,ESPAÑA,,,
759882,724098100444022,21/01/2004,19/12/2003,19/12/2003,BIZKAIA,LOBA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759911,724098100324707,21/01/2004,04/12/2003,04/12/2003,BIZKAIA,TILK,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,GUARDA DEFENSA Y UTILIDAD,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
759922,724098100485684,21/01/2004,24/10/2003,24/10/2003,BIZKAIA,MORA,H,Canino,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,REINOSA,ESPAÑA,,,
759935,985120014961292,21/01/2004,27/08/2003,27/08/2003,BIZKAIA,ARCHI,M,Canino,SCHNAUZER GIGANTE - RIESENSCHNAUZER,,LUJO Y COMPAÑIA,false,9580,BURGOS,VILLANUEVA DE TEBA,ESPAÑA,,,
759951,724098100510844,21/01/2004,19/12/2003,19/12/2003,BIZKAIA,FUS,M,Canino,FOX TERRIER - SMOOTH (PELO LISO) - SMOOTH FOX TERRIER,,LUJO Y COMPAÑIA,false,28000,MADRID,MADRID,ESPAÑA,,,
759954,724098100485923,21/01/2004,11/12/2003,11/12/2003,BIZKAIA,MOZART,M,Canino,BOXER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
760003,985100010173859,22/01/2004,06/11/2003,06/11/2003,BIZKAIA,CESAR DE MATACHIW,M,Canino,DOGUE DE BORDEAUX - DOGO DE BURDEOS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,LIENDO,ESPAÑA,,,
760004,977200001612940,22/01/2004,27/11/2003,27/11/2003,ARABA / ALAVA,EIKO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,9000,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
760009,985100010160264,22/01/2004,18/11/2003,18/11/2003,BIZKAIA,TOR,M,Canino,BICHON MALTES - MALTESE,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
760016,724098100544146,22/01/2004,01/12/2000,05/01/2004,BIZKAIA,REX,M,Canino,BOXER,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
760020,724098100544134,22/01/2004,07/01/2004,07/01/2004,BIZKAIA,LILO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,CIUDAD REAL,MORAL DE CALATRAVA,ESPAÑA,,,
760021,977200001645139,22/01/2004,16/01/2004,16/01/2004,ARABA / ALAVA,LAIKA,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,26000,LA RIOJA,SAN VICENTE DE LA SONSIERRA,ESPAÑA,,,
760102,977200001645828,22/01/2004,07/08/2003,07/08/2003,ARABA / ALAVA,DAINICHI,M,Canino,AKITA INU,,LUJO Y COMPAÑIA,true,8757,BARCELONA,FÍGOLS,ESPAÑA,,,
760104,977200001661390,22/01/2004,07/08/2003,07/08/2003,ARABA / ALAVA,KEIFUKU,M,Canino,AKITA INU,,LUJO Y COMPAÑIA,true,50007,ZARAGOZA,ZARAGOZA,ESPAÑA,,,
760118,985100009814264,22/01/2004,08/04/2003,08/04/2003,HUESCA,QUEEN,H,Canino,SETTER GORDON ESCOCES - GORDON SETTER,,CAZA,false,22000,HUESCA,SABIÑÁNIGO,ESPAÑA,,,
760140,977200001430396,23/01/2004,01/10/1998,10/09/2003,ARABA / ALAVA,BAI,M,Canino,SABUESO ESPAÑOL,,LUJO Y COMPAÑIA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760141,977200001455233,23/01/2004,01/01/1995,10/09/2003,ARABA / ALAVA,PACHA,M,Canino,SABUESO ESPAÑOL,,LUJO Y COMPAÑIA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760142,977200001445930,23/01/2004,01/01/1995,10/09/2003,ARABA / ALAVA,SOL,M,Canino,SABUESO ESPAÑOL,,CAZA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760143,977200001437807,23/01/2004,01/05/1996,10/09/2003,ARABA / ALAVA,CAPITAN,M,Canino,SABUESO ESPAÑOL,,LUJO Y COMPAÑIA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760144,977200001307643,23/01/2004,01/03/1994,10/09/2003,ARABA / ALAVA,TEKILA,M,Canino,SABUESO ESPAÑOL,,LUJO Y COMPAÑIA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760145,977200001445070,23/01/2004,01/05/2001,10/09/2003,ARABA / ALAVA,ROY,M,Canino,SABUESO ESPAÑOL,,LUJO Y COMPAÑIA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760146,977200001272714,23/01/2004,01/05/2001,10/09/2003,ARABA / ALAVA,PERLA,H,Canino,SABUESO ESPAÑOL,,LUJO Y COMPAÑIA,false,9000,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
760272,985100010222195,27/01/2004,01/10/2003,01/10/2003,BIZKAIA,OSIE,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,3440,ALICANTE / ALACANT,IBI,ESPAÑA,,,
760289,724098100507015,28/01/2004,21/11/2003,21/11/2003,BIZKAIA,TERRI,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,,BURGOS,MEDINA DE POMAR,ESPAÑA,,,
760306,977200001597383,29/01/2004,15/03/2000,06/09/2003,ARABA / ALAVA,HIRU,M,Canino,MONTAÑA DE LOS PIRINEOS - PERRO MONTAÑA DE LOS PIRINEOS,,LUJO Y COMPAÑIA,false,9000,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
760420,985100009875715,03/02/2004,24/12/2003,24/12/2003,GIPUZKOA,RUFO,M,Canino,AFGHAN HOUND - LEBREL AFGANO - GALGO AFGANO,,GUARDA DEFENSA Y UTILIDAD,false,8013,BARCELONA,BARCELONA,ESPAÑA,,,
760441,724098100470645,03/02/2004,17/11/2003,17/11/2003,GIPUZKOA,RATONCITO PEREZ DEL KIUKAN,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,28008,MADRID,MADRID,ESPAÑA,,,
760442,724098100470823,03/02/2004,17/11/2003,17/11/2003,GIPUZKOA,SENTIMIENTO DE AMOR DE KIUKAN,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,28008,MADRID,MADRID,ESPAÑA,,,
760487,977200001590602,04/02/2004,01/12/2003,01/12/2003,LA RIOJA,POL,M,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,26338,LA RIOJA,BRIONES,ESPAÑA,,,
760495,977200001480559,04/02/2004,29/10/2003,29/10/2003,LA RIOJA,SOL,M,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,26006,LA RIOJA,LOGROÑO,ESPAÑA,,,
760508,953000000207992,04/02/2004,24/01/2004,24/01/2004,ARABA / ALAVA,SORTZI,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
760525,724098100491898,05/02/2004,21/10/2003,21/10/2003,GIPUZKOA,NAYA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,18000,GRANADA,HUÉTOR VEGA,ESPAÑA,,,
760560,724098100451774,06/02/2004,20/05/2001,23/09/2003,BIZKAIA,SIRA,H,Canino,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,,LUJO Y COMPAÑIA,false,,MADRID,MADRID,ESPAÑA,,,
760600,985100009871436,09/02/2004,05/09/2003,05/09/2003,BIZKAIA,DOINUS MOUND VICTOR,M,Canino,PINSCHER,,LUJO Y COMPAÑIA,false,47000,VALLADOLID,SANTOVENIA DE PISUERGA,ESPAÑA,,,
760607,985100010227019,09/02/2004,23/07/2003,23/07/2003,BIZKAIA,ABADENE CALLVIN,M,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,28001,MADRID,MADRID,ESPAÑA,,,
760760,724098100435887,13/02/2004,05/11/2003,05/11/2003,GIPUZKOA,EKHI,M,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,31870,NAVARRA,LAPOBLACIÓN,ESPAÑA,,,
760769,724098100479737,13/02/2004,28/11/2003,28/11/2003,BIZKAIA,TERRI,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
760772,724098100425911,13/02/2004,22/01/2004,22/01/2004,NAVARRA,SID. M,H,Canino,EPAGNEUL BRETON - SPANIEL BRETON,,CAZA,false,31004,NAVARRA,PAMPLONA/IRUÑA,ESPAÑA,,,
760920,724098100486170,24/02/2004,18/10/2003,18/10/2003,BIZKAIA,ROY,M,Canino,BOXER,,LUJO Y COMPAÑIA,false,37000,SALAMANCA,SALAMANCA,ESPAÑA,,,
761083,116724362A,04/03/2004,06/09/2003,06/09/2003,ARABA / ALAVA,ARGUI,M,Canino,POINTER,,LUJO Y COMPAÑIA,false,9000,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
761091,116926390A,04/03/2004,01/09/2003,01/09/2003,ARABA / ALAVA,ASTI,M,Canino,POINTER,,LUJO Y COMPAÑIA,false,3000,ALICANTE / ALACANT,ALBATERA,ESPAÑA,,,
